Date,MKT-RF,SMB,HML,RMW,CMA,MOM,LowVol,RF
2019-01-08,0.001802,0.006953,0.013175,0.008269,0.004635,0.00776,0.00774,8.2e-05
2019-01-09,-0.00354,0.00116,0.001899,0.001165,0.003479,-0.013846,-0.00322,8e-05
2019-01-10,-0.012305,-0.006342,-0.007304,-0.005436,0.001022,0.011637,-0.006235,7.5e-05
2019-01-11,-0.004834,-0.002997,-0.006504,0.003431,0.002087,-0.001043,0.009082,7.8e-05
2019-01-14,0.01511,0.00586,-0.0163,-0.001895,-0.006467,0.006983,0.002082,7.9e-05
2019-01-15,0.016001,-0.006239,-0.001356,-0.002147,-0.000188,0.007292,-0.005305,8e-05
2019-01-16,-0.000897,0.003615,-0.002085,-0.007143,-0.002052,-0.000881,-0.002875,7.3e-05
2019-01-17,0.021339,0.008668,-0.003205,-0.00585,-0.0048,0.012257,-0.008072,8.8e-05
2019-01-18,-0.003818,-0.003669,-0.011679,0.002308,0.002651,-0.000954,-0.002386,8.6e-05
2019-01-21,-0.010939,0.008998,-0.002233,-0.010082,-0.000238,0.004916,-0.002723,8.4e-05
2019-01-22,0.000952,-0.003944,0.000916,-9.6e-05,-0.001417,0.010633,-0.006825,7.8e-05
2019-01-23,0.000263,-0.007584,-0.00154,-0.00325,0.003569,-0.003949,0.000993,8e-05
2019-01-24,-0.002399,0.000733,-0.000684,0.000328,-0.004903,0.005904,0.006036,8.2e-05
2019-01-25,-0.00201,-0.007453,0.005818,-0.003402,0.000681,0.001758,0.005143,8.3e-05
2019-01-28,0.004618,-0.003321,0.000624,0.006027,0.001344,-0.00035,0.002743,7.5e-05
2019-01-29,-0.00427,-0.004498,-0.010725,-0.005899,-0.002591,0.005806,-0.001839,7.2e-05
2019-01-30,-0.026207,0.003958,-0.002142,-0.000249,-0.004643,0.008199,0.000798,8.5e-05
2019-01-31,-0.010212,-0.002735,-0.009426,-0.001697,0.000691,0.006086,-0.006035,7.6e-05
2019-02-01,0.001648,-0.00725,0.003936,0.006725,0.000111,-0.010502,0.005738,7.6e-05
2019-02-04,0.006335,-0.003088,-0.001665,-0.002272,-0.000866,-0.015619,0.006473,7.8e-05
2019-02-05,-0.010757,0.00332,-0.00157,-0.003567,0.001377,0.009261,-0.003634,8.2e-05
2019-02-06,-0.00357,-0.006243,-0.002732,-0.003273,-0.003932,-0.000829,0.003005,8.4e-05
2019-02-07,-0.009046,0.004469,0.001674,0.002852,0.003331,-0.003532,0.003621,8.7e-05
2019-02-08,-0.020595,-0.000716,0.000395,-0.003906,-0.0021,6.4e-05,-0.004649,8.4e-05
2019-02-11,0.008194,-0.008948,0.003819,0.001701,0.000386,-0.014531,-0.001805,8e-05
2019-02-12,-0.011547,0.000916,0.008266,0.000418,0.006308,-0.009636,0.003645,8.6e-05
2019-02-13,-0.000381,0.00372,-0.002803,-0.001285,0.00109,0.003827,0.00122,7.8e-05
2019-02-14,-0.013279,-0.00621,-0.00791,-0.004618,-0.006362,-0.001245,0.004199,8.6e-05
2019-02-15,0.006574,0.010228,0.007083,-0.001782,-0.006716,-0.009687,-0.002357,8.4e-05
2019-02-18,-0.011073,-0.004662,0.002708,0.001679,0.003172,-0.001376,-0.002476,7.7e-05
2019-02-19,0.001732,-0.00267,0.007117,0.006046,0.003223,-0.020204,0.006755,8.2e-05
2019-02-20,-0.013207,-0.00269,0.005381,0.006529,0.002843,-0.007114,-0.000715,7.9e-05
2019-02-21,-0.001284,0.004502,-0.002296,-0.00112,-0.002855,-0.005359,0.003011,7.9e-05
2019-02-22,-0.069645,0.001746,0.004627,0.000247,0.001942,-0.013891,-0.00025,8.6e-05
2019-02-25,-0.006573,-0.005235,-0.000317,-0.001788,-0.000202,0.004526,-0.003116,8.4e-05
2019-02-26,0.003252,-0.009527,0.010479,-0.003518,-0.000973,-0.019319,0.000823,7.6e-05
2019-02-27,0.002602,0.000716,-0.004894,-0.001376,-0.008813,0.004682,0.002324,8.7e-05
2019-02-28,-0.048929,-0.003202,0.000876,0.004016,0.000957,0.00463,0.000912,8.4e-05
2019-03-01,0.01218,0.003803,0.001105,0.002753,-0.002998,0.004884,-0.002041,7.8e-05
2019-03-04,-0.00567,-0.007803,0.003024,-0.000284,-0.003057,0.007738,-0.001706,7.6e-05
2019-03-05,0.000444,-0.000443,-0.007039,-0.003097,-0.006309,-0.008982,-0.006856,7.5e-05
2019-03-06,-0.012766,0.003428,0.004199,-0.00822,-0.001132,-0.010585,-0.003408,8.9e-05
2019-03-07,-0.002791,0.001387,0.000939,0.006835,-0.003761,0.009025,0.003849,8.1e-05
2019-03-08,0.013434,0.003228,0.008322,0.003336,0.00449,-0.006776,0.006327,7.4e-05
2019-03-11,0.001128,-0.007602,-0.00544,0.004653,-0.000912,0.014336,0.005705,8.9e-05
2019-03-12,0.012742,-0.000701,-0.001127,-0.009149,-0.003238,-0.007026,0.000212,7.9e-05
2019-03-13,-0.022335,-0.004257,-0.006889,-0.002976,-0.000823,0.003241,0.007152,7.7e-05
2019-03-14,0.009205,-0.007218,-0.000188,-0.002752,-0.003496,-0.013687,0.007377,8.4e-05
2019-03-15,0.000459,-0.002787,0.00035,0.000458,0.001713,0.002855,-0.001189,8.7e-05
2019-03-18,0.012431,0.001664,0.010207,-0.003405,0.007841,-0.012171,-0.002531,8.1e-05
2019-03-19,0.011314,-0.001095,-0.004831,0.003775,-0.002341,0.005596,4e-06,8.2e-05
2019-03-20,-0.001614,-0.005435,-0.002997,0.002816,-0.001216,0.000105,0.006494,8e-05
2019-03-21,0.002161,-0.005026,-0.00629,-0.002345,0.00024,0.001181,-0.000638,8.2e-05
2019-03-22,0.003818,0.006563,0.004083,-0.002214,-0.001656,0.008395,0.003191,7.7e-05
2019-03-25,0.007366,0.001465,0.001361,-0.002985,0.008392,0.002836,-0.008932,8e-05
2019-03-26,-0.006272,-0.00292,0.003776,-0.004059,0.001872,-0.016616,0.007027,8.1e-05
2019-03-27,-0.014768,0.00193,0.014209,0.000184,0.003695,-0.00789,0.008961,7.2e-05
2019-03-28,0.011974,-0.003353,0.000257,-0.000707,0.004607,-0.02038,-0.007584,7.9e-05
2019-03-29,-0.009551,-0.004686,-2.5e-05,0.008313,0.005464,-0.005517,-0.0022,7.8e-05
2019-04-01,-0.007226,-0.003904,0.002736,6.5e-05,0.00051,0.000943,-0.000206,8.5e-05
2019-04-02,0.00898,-0.002513,-0.007844,-0.006064,-0.002875,0.007414,-0.005969,7.7e-05
2019-04-03,0.022929,7.8e-05,-0.002541,0.001303,-0.002703,-0.013468,0.001312,7.4e-05
2019-04-04,0.013465,-0.001022,-0.010757,-0.000947,-0.006303,0.005673,-0.009794,7.8e-05
2019-04-05,0.020762,-0.000133,-0.00484,-0.003202,-0.00374,0.004956,-0.01349,8.5e-05
2019-04-08,0.00922,-0.005851,-0.001397,-0.003104,-0.001681,0.003505,-1e-05,8.2e-05
2019-04-09,-0.003303,-0.004933,-0.005607,0.001713,-0.003932,6e-05,-7e-05,8.5e-05
2019-04-10,0.000424,-0.001606,0.000348,0.000672,0.003521,0.003885,-0.002458,7.7e-05
2019-04-11,-0.004494,-0.000477,0.003811,0.007653,0.007194,-0.004468,0.018239,8e-05
2019-04-12,-0.005619,-0.000345,-0.000518,0.001847,0.004755,0.012042,0.002323,8.2e-05
2019-04-15,-0.03465,0.00171,-2.3e-05,-0.002734,0.001941,0.007098,-0.003922,8.2e-05
2019-04-16,-0.002137,-0.001264,-0.003537,-0.005654,-0.007662,-0.00675,-0.000638,8.4e-05
2019-04-17,0.003166,0.00796,0.005123,-7.7e-05,-0.001127,0.002286,0.008206,8.4e-05
2019-04-18,-0.0129,0.005369,0.005334,-0.005673,0.003436,-0.018473,0.000301,8.2e-05
2019-04-19,0.010475,0.002231,-0.001554,-0.006283,-0.004109,-0.001005,-0.000625,7.9e-05
2019-04-22,-0.013756,-0.002714,-0.004101,0.002869,0.000311,0.007593,-0.00605,8.1e-05
2019-04-23,-0.008244,-0.000927,0.003942,0.002507,0.002035,-0.001929,-0.007462,8.5e-05
2019-04-24,-0.009377,0.002811,0.004801,0.007884,0.003798,0.007408,0.005002,8.5e-05
2019-04-25,0.00642,-0.003028,-0.002374,0.010196,0.001296,-0.005385,0.002527,7.3e-05
2019-04-26,-0.005702,0.001642,0.006886,-0.004503,-0.000861,-0.020954,-0.014258,7.4e-05
2019-04-29,0.006056,0.001815,0.004304,-0.001875,0.003213,-0.005428,0.010718,8.9e-05
2019-04-30,-0.000344,-0.004103,0.004131,0.00482,-0.004288,-0.009057,0.01033,7.6e-05
2019-05-01,-0.003065,0.000378,-0.005394,-0.002787,-0.000432,0.000305,-0.008019,7.4e-05
2019-05-02,0.000472,-0.004732,-0.00023,0.001208,-0.00055,0.008395,-0.004131,8.2e-05
2019-05-03,0.003285,0.00185,-0.00246,0.001001,-0.003016,-0.006563,-0.005533,8.3e-05
2019-05-06,-0.013909,-0.002482,-0.005727,-0.001537,0.002511,0.010994,-0.000381,8.8e-05
2019-05-07,0.003739,0.001898,-0.002744,0.001103,-0.003977,-0.009447,0.006657,8.1e-05
2019-05-08,0.014603,0.002046,0.004007,0.003959,-0.002101,0.012263,0.004343,8.7e-05
2019-05-09,0.023602,-0.009008,0.002371,0.005735,-0.004724,-0.005436,-0.000863,8.6e-05
2019-05-10,-0.004623,-0.006309,-0.007134,0.003268,-0.003322,0.00486,-0.000722,7.8e-05
2019-05-13,-0.001534,0.000209,0.008212,0.00236,-0.002144,-0.003389,-0.003898,8e-05
2019-05-14,0.001017,0.004373,0.001826,0.002328,-0.003171,0.000399,0.005013,8.6e-05
2019-05-15,0.003862,-0.000379,0.000638,0.002049,0.00033,0.004289,0.00468,8.6e-05
2019-05-16,0.033697,0.003443,0.008075,-0.003045,-0.001762,-0.009118,8e-06,8.2e-05
2019-05-17,-0.009615,0.008254,0.006012,-0.005358,-0.003189,0.002467,0.003574,8.1e-05
2019-05-20,0.017516,0.004335,-0.004703,0.001845,-0.003079,0.007616,0.00366,7.3e-05
2019-05-21,0.007843,0.004671,0.017839,0.001276,0.003654,-0.012682,-0.001958,8.3e-05
2019-05-22,-0.014255,0.012584,-0.004067,-0.000119,0.000566,-0.001707,-0.003233,8.3e-05
2019-05-23,-0.008061,-0.006046,-0.005571,-0.000965,-0.001017,0.004618,0.002973,7.9e-05
2019-05-24,0.017175,-0.001483,0.000435,0.002399,-0.002901,0.003632,-0.001608,7.4e-05
2019-05-27,-0.002014,-0.000483,0.007246,0.001699,0.005351,-0.004163,0.001467,7.6e-05
2019-05-28,-0.011614,0.005558,-0.005734,0.002997,-0.002752,-0.010299,0.00263,7.8e-05
2019-05-29,-0.009836,-0.006373,-0.012302,0.004237,-0.005039,0.007513,-0.003771,8.4e-05
2019-05-30,0.021184,0.003191,-0.007375,-0.001109,-0.007491,-0.004771,0.000816,8.6e-05
2019-05-31,0.01319,0.005522,-0.001032,-0.001845,-0.002264,0.010088,0.00293,8.5e-05
2019-06-03,0.01352,0.002419,0.005585,-0.002626,0.005834,0.001258,2.9e-05,7.9e-05
2019-06-04,0.003937,0.003972,-0.007413,-0.001585,0.000557,0.002047,-0.0037,7.8e-05
2019-06-05,-0.007657,-0.005501,0.006708,-0.000261,-0.001581,-0.003981,-0.000677,8.2e-05
2019-06-06,-0.00902,0.004287,0.000913,-0.007603,0.002287,0.009079,0.004099,7.7e-05
2019-06-07,0.013017,0.001893,0.006153,-0.003038,0.001016,-0.000289,0.005103,7.4e-05
2019-06-10,-0.000851,0.000207,4e-05,0.004009,0.003123,0.007185,0.004626,8.2e-05
2019-06-11,0.00513,-0.001297,0.000134,-0.001888,-0.004564,0.003319,-0.006813,8e-05
2019-06-12,0.010524,-0.001552,-0.00503,-0.000729,-0.001284,0.008692,-0.002304,7.8e-05
2019-06-13,-0.010443,0.003727,0.006982,0.005873,0.004273,0.007311,0.01531,8.4e-05
2019-06-14,0.011609,0.00611,-0.009762,5.6e-05,-0.000931,0.004554,-0.002999,7.4e-05
2019-06-17,-0.008914,-0.003246,0.000959,0.000657,0.002919,0.003859,-0.002719,8.8e-05
2019-06-18,-0.009239,0.006039,-0.008397,0.004333,-0.001871,0.004417,9e-06,8.1e-05
2019-06-19,-0.017656,0.008588,-0.012483,-0.006104,0.000503,0.004107,-0.005067,7.9e-05
2019-06-20,-0.005104,0.007357,-0.004325,-0.006422,-0.001589,0.00618,0.001311,8.5e-05
2019-06-21,0.008921,-0.004085,0.002981,-3e-06,0.006202,0.004564,0.006084,7.6e-05
2019-06-24,0.021543,0.000585,0.002219,-0.00047,-0.001771,-0.008495,0.004906,7.7e-05
2019-06-25,0.026451,-0.002067,-0.0013,0.000913,0.004475,0.009437,-0.000238,8.1e-05
2019-06-26,0.006747,-0.006282,-0.000459,0.002386,-0.00562,0.002418,0.002584,7.1e-05
2019-06-27,0.010866,0.00081,0.01056,-0.005825,0.004806,-0.004566,-0.002569,7.5e-05
2019-06-28,0.026027,-0.002148,-0.00572,0.007485,0.004626,0.00986,0.005663,8.4e-05
2019-07-01,0.025075,-0.002147,0.002204,-0.000168,-0.002747,0.004708,0.001752,7.7e-05
2019-07-02,0.014148,-1.6e-05,-0.006047,-0.006314,0.001003,-0.00576,-0.001605,8.1e-05
2019-07-03,-0.021161,0.00331,0.007497,0.000657,0.005303,-0.010616,0.00018,7.2e-05
2019-07-04,0.01089,0.000937,0.002972,0.000513,-2.5e-05,-0.000601,-0.005083,8.2e-05
2019-07-05,0.028282,-0.000293,0.013402,0.002553,0.005944,0.000556,0.003292,7.8e-05
2019-07-08,0.005328,-0.000738,-0.008254,-0.000102,-0.002373,0.003928,-0.010764,8e-05
2019-07-09,0.002937,0.004095,0.00278,0.001919,-7.6e-05,0.002169,-0.002037,7.5e-05
2019-07-10,0.0006,-0.003675,-0.003693,-0.005611,0.000794,-0.000271,-0.008338,8.4e-05
2019-07-11,-0.010841,0.002605,-0.011452,-0.00254,-0.005904,0.008712,-0.002449,7.5e-05
2019-07-12,-0.012483,-0.002508,-0.012763,-0.002899,-0.00132,0.01127,-0.000962,8.3e-05
2019-07-15,0.014521,-0.011857,-0.002124,0.003668,-0.005395,0.020704,0.008577,8e-05
2019-07-16,-0.008969,-0.006595,-0.000346,0.007088,0.004191,-0.007566,0.011621,7.5e-05
2019-07-17,0.025692,-0.007156,0.001851,0.002867,-0.000351,-0.004057,0.002335,7.7e-05
2019-07-18,0.00931,0.010683,1.1e-05,-0.000747,-0.002013,0.008709,0.003385,7.9e-05
2019-07-19,0.007717,-0.003599,-0.001041,0.005999,-0.002218,0.000728,0.01407,8.8e-05
2019-07-22,0.006318,-0.007385,0.000806,0.007373,0.00505,0.005446,0.002999,8.2e-05
2019-07-23,0.005538,0.000512,-0.008907,0.004696,-0.002176,0.019079,-0.010749,7.8e-05
2019-07-24,-0.009785,-0.00638,0.001428,-0.001068,-0.002708,0.000996,0.008559,8.4e-05
2019-07-25,-0.010735,-0.000215,0.001083,0.002047,0.000537,0.001482,0.000903,6.9e-05
2019-07-26,0.011435,0.009321,-0.002948,-0.001139,0.006335,-0.006268,-0.008182,7.3e-05
2019-07-29,-0.009023,0.001134,-0.001206,-0.011199,0.004015,0.002867,-0.004822,8.2e-05
2019-07-30,-0.012786,0.001158,-0.006198,0.002694,-0.007048,0.009334,0.002897,8.3e-05
2019-07-31,0.059755,0.008955,-0.000777,-0.005687,-0.004737,-0.003273,-0.004106,9e-05
2019-08-01,0.001393,0.004615,0.005618,0.003892,0.002343,0.000539,0.01216,8.3e-05
2019-08-02,-0.007912,-0.002403,0.007445,0.005992,0.001344,0.002029,0.00879,7.8e-05
2019-08-05,0.008546,-0.011507,-0.001981,-0.005653,4.6e-05,-0.00219,0.000637,8.6e-05
2019-08-06,-0.002527,-0.00489,0.001182,-0.004307,0.001379,-0.01014,-0.002288,7.6e-05
2019-08-07,0.010965,0.007067,0.006732,-0.000966,-0.000306,-0.011336,-0.002119,8.1e-05
2019-08-08,-0.019011,0.001179,0.001802,0.001826,0.006743,-0.004758,0.008487,7.9e-05
2019-08-09,0.014952,0.008814,-0.011262,-0.004734,-0.006292,0.004063,-0.010537,8.1e-05
2019-08-12,0.011268,0.000742,-0.003691,0.002353,0.000987,0.001318,0.011415,7.7e-05
2019-08-13,-0.02479,-0.004151,-0.007397,0.003752,-0.005461,0.013245,-0.008312,8.2e-05
2019-08-14,0.002505,-0.002319,0.002038,-0.004937,-0.001922,-0.00584,-0.002883,7.5e-05
2019-08-15,-0.009692,0.007311,0.000737,-0.004915,0.003089,-0.002401,0.003378,7.4e-05
2019-08-16,-0.021893,0.004712,-0.007237,0.000534,-0.002966,0.000866,-0.001247,7.5e-05
2019-08-19,0.009641,0.003675,0.004803,-1.6e-05,-0.003952,-0.007654,-0.003724,7.8e-05
2019-08-20,0.001572,-0.001479,-0.00314,-0.002707,0.003526,0.010714,5.9e-05,8.3e-05
2019-08-21,0.032156,0.000317,-0.00931,-0.007048,-0.001904,0.005486,-0.006682,8.1e-05
2019-08-22,-0.007377,0.001323,-0.007302,-0.000366,-0.001459,-0.002184,-0.004896,7.3e-05
2019-08-23,0.013076,-0.000673,0.010708,0.003078,-0.001016,-0.01084,0.00733,7.9e-05
2019-08-26,-0.006783,0.004558,0.006044,0.002367,9.8e-05,-0.007805,-0.007018,8e-05
2019-08-27,-0.024945,-0.000131,0.009862,-0.002361,-0.002983,-0.011573,-0.000144,7.9e-05
2019-08-28,-0.025885,-0.002489,0.003838,0.005799,0.00303,-0.006228,-0.008544,8.2e-05
2019-08-29,-0.00392,0.003419,-5.9e-05,-0.003393,-0.00512,0.008304,-0.008563,8.3e-05
2019-08-30,-0.008866,0.001603,-8e-05,-0.001369,-0.00257,-0.007204,-0.000584,8.2e-05
2019-09-02,-0.011554,0.002427,0.012304,-6.5e-05,-9.4e-05,-0.004073,-0.003915,8.2e-05
2019-09-03,-0.008792,-0.008178,-0.000298,0.006655,-0.000611,0.01173,-0.002278,7.6e-05
2019-09-04,-0.001744,-0.000188,0.010136,-0.006735,0.00421,-0.021637,-0.000764,8.1e-05
2019-09-05,0.014531,0.006233,-0.005766,-0.008515,-0.001235,0.003924,-0.009018,7.4e-05
2019-09-06,0.019195,-0.005111,0.000674,-0.000652,-0.00049,-0.012387,0.00012,8e-05
2019-09-09,0.005191,-0.009627,-0.012757,-0.006109,0.000342,0.009761,0.007788,8e-05
2019-09-10,0.005711,0.000705,-0.007073,-0.00152,0.00106,0.007028,0.008554,8.1e-05
2019-09-11,-0.000412,0.004312,0.00383,-0.002959,-0.002181,-0.005708,-0.004981,8.1e-05
2019-09-12,0.020128,-0.002771,-0.003438,-0.001509,0.00598,0.001586,0.002633,7.8e-05
2019-09-13,-0.003918,0.008239,0.003358,-0.00435,0.000462,0.003763,-0.006139,7.4e-05
2019-09-16,0.006338,0.003898,0.000762,0.000194,0.002676,-0.008832,0.004119,7.7e-05
2019-09-17,-0.001078,0.000658,-0.007563,0.004139,0.00321,0.006249,-0.007919,8e-05
2019-09-18,-0.054763,0.006842,-0.008415,-0.001533,0.006349,0.009603,-0.005094,8.6e-05
2019-09-19,0.009757,-0.004008,0.001984,-0.008037,-0.003884,0.002751,-0.01073,7.7e-05
2019-09-20,-0.00792,-0.009996,0.006047,0.002872,-0.005283,0.001772,0.003341,8.2e-05
2019-09-23,-0.00297,-0.003737,0.009168,0.002199,0.004461,0.000295,0.001757,7.8e-05
2019-09-24,0.006993,-7.7e-05,0.002891,-0.002416,0.000314,0.008007,-0.001552,7.8e-05
2019-09-25,-0.020201,-0.007384,-0.008717,0.001456,0.003619,0.002996,0.003777,8.4e-05
2019-09-26,0.000621,-0.003,-0.002644,-0.002386,-0.00122,0.004138,-0.000445,8.2e-05
2019-09-27,0.008713,-0.007537,-0.003195,0.000886,-0.003512,0.002902,0.007867,8e-05
2019-09-30,0.015867,-0.000905,0.000147,0.007252,0.009795,0.004008,0.004051,7.8e-05
2019-10-01,0.015122,-0.004112,0.006508,0.009005,0.008343,-0.00402,0.000405,7.3e-05
2019-10-02,0.008262,0.005034,0.007957,0.002324,-0.00019,-0.006382,-0.006448,7.4e-05
2019-10-03,0.007462,0.005062,0.001739,0.00288,0.00171,0.005007,0.00616,7.7e-05
2019-10-04,0.00289,0.000398,-0.002409,0.003779,0.000305,0.009596,0.006773,8.6e-05
2019-10-07,-0.008857,-0.003114,0.012219,0.001737,-0.000285,0.005569,-0.001059,8.1e-05
2019-10-08,0.014039,-0.00317,-0.000147,-0.003852,0.003849,-0.010352,-0.007388,8.3e-05
2019-10-09,-0.010198,-0.003294,-0.003659,0.000718,0.002848,0.00675,-0.001577,8.6e-05
2019-10-10,0.021959,0.008395,0.00804,-0.000884,-0.000554,-0.010778,0.00582,8.2e-05
2019-10-11,-0.003142,-0.005106,-0.009799,0.001343,0.002092,-0.001201,0.000776,7.6e-05
2019-10-14,0.003441,-0.001201,-0.005333,0.001438,-0.004331,0.014732,-0.011529,8.4e-05
2019-10-15,-0.002045,0.001366,0.007938,0.004929,0.001188,-0.010991,0.002201,7.9e-05
2019-10-16,0.010119,-0.006051,0.001549,-0.002077,0.000833,-0.00206,0.004984,8e-05
2019-10-17,0.005438,-0.000834,-0.004948,0.00155,-0.000373,0.004451,0.000597,7.5e-05
2019-10-18,0.00294,-0.002184,0.008756,-0.000629,0.008924,-0.00238,-0.000672,7.6e-05
2019-10-21,0.010167,-0.004801,0.004829,-0.00161,0.00404,0.008303,0.008722,7.6e-05
2019-10-22,-0.016477,0.002312,-0.001768,-0.000155,-0.006397,0.005813,-0.001441,7.5e-05
2019-10-23,0.019704,0.005588,0.009585,-0.002831,0.002449,-0.008005,-0.005105,8.5e-05
2019-10-24,0.008596,-0.002169,-0.003323,0.004598,0.003514,0.006088,0.009752,8.4e-05
2019-10-25,0.043571,0.00761,0.001168,0.003373,-0.000395,0.006429,-0.011641,7.8e-05
2019-10-28,-0.000483,-0.003413,0.007607,0.003389,0.001063,-0.006673,0.006691,8e-05
2019-10-29,0.016258,-0.000617,-4.7e-05,0.003014,-0.000561,-0.003285,0.004815,7.3e-05
2019-10-30,0.026775,0.004983,0.003324,-0.00475,-0.003143,0.015244,-0.00063,8.1e-05
2019-10-31,0.008118,-0.008947,-0.011833,0.004545,-0.005292,0.008749,-0.004675,8.3e-05
2019-11-01,-0.008671,-0.005809,0.010803,0.004856,0.005467,-0.011669,0.004294,8.3e-05
2019-11-04,-0.027992,-0.002645,0.0022,-0.000524,-0.001144,-0.000285,0.002689,8e-05
2019-11-05,0.003477,0.00348,0.002875,0.000525,0.00195,-0.009881,-0.002432,7.3e-05
2019-11-06,-0.014979,0.004317,0.001645,0.007821,0.004751,0.002247,-0.001538,7.9e-05
2019-11-07,0.016435,-0.001491,-0.013166,-0.002961,-0.002051,0.001017,-0.002841,7.4e-05
2019-11-08,0.009027,-0.00654,-0.005254,0.00519,-0.002653,0.003912,0.004435,8.1e-05
2019-11-11,-0.003526,0.003132,-0.002333,-0.002521,0.000855,0.01504,-0.000254,7.7e-05
2019-11-12,0.000424,0.000934,-0.007622,-0.004049,0.001398,-0.001481,-0.002954,8.1e-05
2019-11-13,0.017688,-0.002797,0.004778,0.000137,0.004483,0.003943,-0.001816,8.2e-05
2019-11-14,0.006278,0.008002,-0.00173,0.002314,-0.001394,0.011963,-0.00017,7.7e-05
2019-11-15,0.003333,-0.004139,0.005437,0.006524,-0.001904,0.000277,0.007646,7.1e-05
2019-11-18,0.01822,-0.004262,0.000602,-0.00138,0.00473,-0.006516,-0.009323,8.4e-05
2019-11-19,-0.013841,-0.000342,0.005579,-0.002516,0.000293,0.013803,-0.003076,8.3e-05
2019-11-20,-0.002224,0.00295,0.006625,0.003403,0.004401,0.006997,0.003993,7.6e-05
2019-11-21,-0.013505,-0.001773,0.005385,-0.000947,0.007646,-0.007963,-0.00027,8.4e-05
2019-11-22,0.00134,-0.008967,0.000705,0.01045,0.006739,-0.002939,0.007651,7.1e-05
2019-11-25,-0.014851,0.002084,0.003677,0.002698,0.003498,0.006456,0.005889,8.3e-05
2019-11-26,-0.000134,-0.005975,-0.009681,-0.00821,-0.008413,0.006148,-0.002602,8e-05
2019-11-27,0.007271,0.000982,-0.007371,-0.008352,-0.007224,-0.001864,7.9e-05,7.9e-05
2019-11-28,0.01409,0.012542,0.007398,-0.002828,-0.001263,-0.012896,-0.00714,7.1e-05
2019-11-29,-0.000118,0.004366,0.00229,0.003818,0.001813,0.002681,0.002937,7.5e-05
2019-12-02,0.012194,0.005279,-0.003354,0.001677,0.001826,0.011411,-0.000348,7.4e-05
2019-12-03,-0.00693,0.002284,-0.002776,-0.0001,-0.003929,-0.008112,0.004264,7.4e-05
2019-12-04,0.01114,0.002576,0.004329,0.008361,-0.001823,-0.004192,0.000163,8.2e-05
2019-12-05,-0.023421,-0.006938,-0.003633,-0.002937,0.00056,0.004053,-0.000916,7.5e-05
2019-12-06,-0.011234,-0.004177,0.00149,0.002967,0.000468,-0.003038,0.001324,8.5e-05
2019-12-09,0.018395,0.009188,0.008138,0.00285,0.005272,0.005422,0.007615,7.7e-05
2019-12-10,0.004638,0.005143,5.9e-05,-0.001439,0.002011,0.002913,-0.002606,8.3e-05
2019-12-11,0.005904,0.00166,-0.002278,0.00257,3e-05,0.011198,-0.001335,7.7e-05
2019-12-12,0.001534,0.003025,-0.004112,-0.007175,-0.003089,-0.001681,-0.0024,8.5e-05
2019-12-13,0.021393,-0.011493,0.000295,0.004224,0.001665,-0.0033,-0.005053,7.7e-05
2019-12-16,-0.00193,0.000881,0.004185,0.004269,0.001731,0.006755,-0.001655,8.1e-05
2019-12-17,-0.00956,-0.006948,0.003353,0.001443,-0.001144,-0.014925,0.003126,7.8e-05
2019-12-18,-0.001708,-0.010848,0.004946,0.002398,-0.004345,-0.007876,0.008887,8.2e-05
2019-12-19,0.02031,-0.001638,0.008351,-0.00208,0.002475,-0.001402,-0.006036,7.9e-05
2019-12-20,0.007183,-0.000888,0.000577,-0.005257,-0.00194,-0.007468,-0.002794,8.3e-05
2019-12-23,-0.010472,0.000439,0.003789,0.001543,0.000759,-0.000588,-0.001935,8.3e-05
2019-12-24,0.003346,-0.008647,0.002479,0.004536,0.000468,0.00928,-0.009049,8.2e-05
2019-12-25,-0.001826,-0.011683,-0.002164,0.004513,-0.000167,0.012808,-0.004052,8e-05
2019-12-26,-0.007566,-0.001641,0.006825,-0.004056,0.003123,-0.000863,0.003216,7.9e-05
2019-12-27,0.01148,0.007106,0.002182,0.004831,0.003638,-0.009279,0.009287,7.8e-05
2019-12-30,-0.008411,0.002313,0.011749,0.003837,0.004006,-0.001054,0.004615,8.2e-05
2019-12-31,0.00459,-0.003188,-0.009253,-0.000826,-0.00182,0.01529,-0.003367,8.1e-05
2020-01-01,-0.06525,0.001455,0.000279,0.002167,0.004007,-0.001789,-0.000957,4e-06
2020-01-02,-0.005135,-0.004789,-0.007229,0.002901,-0.001013,0.008021,-0.002815,4e-06
2020-01-03,-0.000472,-0.003561,-0.001886,-0.002038,-0.00357,0.006016,0.000169,4e-06
2020-01-06,0.002785,0.004598,0.00359,-2.5e-05,-8.3e-05,-0.000364,0.00728,4e-06
2020-01-07,0.017344,0.006185,-0.015199,0.000787,-0.001184,0.012091,0.001793,3e-06
2020-01-08,0.006253,-0.006945,-0.001774,0.003569,-0.000392,0.01212,0.004647,4e-06
2020-01-09,-0.002793,-0.008404,0.002288,0.006598,0.002725,-0.006118,0.002581,4e-06
2020-01-10,-0.005315,-0.005617,-0.008923,-0.002887,-0.003677,-0.000249,-0.005289,3e-06
2020-01-13,-0.01074,-0.00909,-0.005967,0.008934,0.00073,0.020168,0.003767,4e-06
2020-01-14,0.023367,-0.004107,-0.002467,0.002094,0.005517,0.004179,-0.001047,5e-06
